"Brand","Brand_Style","ABV","Calories","Fat_grams","Calories_from_fat","Saturated_fat_grams","Trans_fat_grams","Cholesterol_mg","Sodium_mg","Carbs_mg","Fiber_grams","Sugars_grams","Protein_grams","Ingredients","Ingr_Water","Ingr_Barley Malt","Ingr_Yeast","Ingr_Hops","Ingr_Rice","Ingr_Sugar","Ingr_Ingredient list to come.","Ingr_Corn Syrup (Dextrose)","Ingr_Wheat","Ingr_Hop Extract","Ingr_Oats","Ingr_Orange Peel","Ingr_Coriander","Ingr_Corn Syrup (Maltose)","Ingr_Cocoa","Ingr_Decaffeinated Coffee","Ingr_Sucrose","Ingr_Pumpkin","Ingr_Spices","Ingr_Honey","Ingr_Orange peel","Ingr_Wheat Malt","Ingr_Tangerine Peel","Ingr_Natural Flavors","Ingr_Mango","Ingr_Natural Flavor","Ingr_Apricot","Ingr_Cardamom","Ingr_Lactic Acid","Ingr_Cinnamon","Ingr_Ginger","Ingr_Mace","Ingr_Carbonated water","Ingr_alcohol from real cane sugar","Ingr_real cane sugar","Ingr_lime juice concentrate","Ingr_natural flavor","Ingr_fruit juice (color)","Ingr_lemon juice concentrate","Ingr_agave","Ingr_apple","Ingr_Apricots and Beet Sugar With House Cultures","Ingr_Beet Sugar","Ingr_Montmorency and Bing Cherries and Beet Sugar with House Cultures","Ingr_Palisade Peaches and Beet Sugar with House Cultures","Ingr_Duarte Plums and Beet Sugar with House Cultures","Ingr_Raw Wheat","Ingr_Corn Syrup (Dextrose and Maltose)","Ingr_Hops & Hop Extract","Ingr_Fresh-Pressed Hard Pear Cider","Ingr_Filtered Water","Ingr_Juice Concentrates as Finishing Sweeteners (Pear","Ingr_Apple","Ingr_Elderberry","Ingr_Blackberry)","Ingr_Malic Acids","Ingr_Raspberry Juice Concentrate(Finishing Sweetener)","Ingr_Contains Sulfites","Ingr_Hard Apple Cider","Ingr_Malic Acid","Ingr_Sulfites","Ingr_Apple Juice Concentrate (Finishing Sweetener)","Ingr_Organic Honey","Ingr_Hard Pear Cider","Ingr_Pear and Apple Juice Concentrates (Finishing Sweeteners)","Ingr_Pear Juice Concentrate (Finishing Sweetener)","Ingr_Organic Maple Syrup","Ingr_Malted Barley","Ingr_Maize","Ingr_Caramel Color","Ingr_Corn Syrup ( Dextrose Maltose)","Ingr_Corn Syrup(Maltose)","Ingr_Cane Sugar","Ingr_Phosphoric Acid","Ingr_Sodium Benzoate and Potassium Sorbate (added for freshness)","Ingr_Citric Acid","Ingr_Certified Colors","Ingr_Sodium Citrate and Natural Flavor","Ingr_Sodium Citrate and Natural Flavors","Ingr_Dextrose","Ingr_Mango Puree","Ingr_Vanilla Beans","Ingr_Vanilla Extract","Ingr_Blackberry Juice","Ingr_Rye","Ingr_Cherry Juice Concentrate","Ingr_White Cranberry  Juice Concentrate","Ingr_Corn","Ingr_Barley","Ingr_Vanilla","Ingr_Corn Syrup (Dextrose","Ingr_Maltose)","Ingr_BarleyMalt","Ingr_Hops and Hop Extract","Ingr_Malted Wheat","Ingr_Carbonated Water","Ingr_Red Wine","Ingr_White Grape Juice Concentrate","Ingr_Natural Flavors. Contains Sulfites.","Ingr_White Wine","Ingr_Peach Juice Concentrate","Ingr_Rose Wine","Ingr_Strawberry Juice Concentrate. Contains Sulfites.","Ingr_Italian Maize","Ingr_Hop Products","Ingr_Corn Syrup","Ingr_Grape Juice (for color)","Ingr_Sodium Benzoate and Potassium Sorbate (Added For Freshness)","Ingr_Elderberry Juice (for color)","Ingr_Sodium Benzoate and Potassium Sorbate(added for freshness)","Ingr_Tartaric Acid","Ingr_Sodium Citrate","Ingr_Fresh","Ingr_Frozen Tangerine Peel","Ingr_Flaked Maize","Ingr_Cumin","Ingr_Lime Peel","Ingr_Agave","Ingr_Lemon Peel","Ingr_Malt","Ingr_Lactobacillus","Ingr_Blackberry Puree","Ingr_Blackberry Juice Concentrate","Ingr_Salt","Ingr_Corn Syrup (Dextrose -not High-Fructose Corn Syrup)","Ingr_Peach Puree","Ingr_Raspberry Puree","Ingr_Passionfruit Puree","Ingr_","Ingr_Sucrose Syrup","Ingr_Apple Juice Concentrate","Ingr_Tomato Paste","Ingr_Inverted Sugar","Ingr_Yeast Extract","Ingr_Black Carrot (for color)","Ingr_Monosodium Glutamate","Ingr_Salt and Natural Flavors.","Ingr_Certified Color","Ingr_FD&C Yellow Number 5","Ingr_Natural &Artificial Flavors","Ingr_Natural & Artificial Flavors","Ingr_NaturalFlavors","Ingr_FD&C Yellow# 5","Ingr_Artificial Flavor","Ingr_FD&C Yellow #5","Ingr_Lactose","Ingr_Blueberry Concentrate","Ingr_Torrified Wheat","Ingr_Sea Salt","Ingr_Grapefruit Peel","Ingr_Flaked Corn","Ingr_Flaked Rye","Ingr_Hemp Flavor","Ingr_Hemp Seeds","Ingr_Cocoa Nibs","Ingr_Chocolate Extract","Ingr_Pineapple","Ingr_Papaya Extract","Ingr_Flaked Oats","Ingr_Peach Flavor","Ingr_Peach Concentrate","Ingr_Prickly Pear Flavor","Ingr_Coffee","Ingr_TorrifiedWheat","Ingr_Watermelon Concentrate","Ingr_Sparkling Water","Ingr_Sodium Citrate and Dried Acerola Cherry Juice","Ingr_Pomegranate Juice Concentrate","Ingr_Kiwi Juice Concentrate","Ingr_Citric acid","Ingr_Natural flavor"
"Red Dog","American-Style Lager",4.8,147,0,0,0,0,0,0,11.5,0,0,1.2,"Water, Barley Malt,Corn Syrup (Dextrose, Maltose), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's HardApple","Apple Ale",5,165,0,0,0,0,0,25,17.1,0,12,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Natural Flavor, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Hard AppleBlack Cherry","Apple Ale",5,165,0,0,0,0,0,40,17.1,0,14,1,"Water, Corn Syrup, Barley Malt, Yeast, Hop Extract, Sucrose, Citric Acid, Natural Flavors, Caramel Color, Grape Juice (for color), Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Blueberry Ale","Apple Ale",5,166,0,0,0,0,0,20,17.3,0,14,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Malic Acid, Natural Flavor, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Cranberry Ale","Apple Ale",5,166,0,0,0,0,0,25,17.3,0,15,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Natural Flavor, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Hard Apple Peach","Apple Ale",5,165,0,0,0,0,0,30,17.1,0,15,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Natural Flavors, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Pineapple","Apple Ale",5,166,0,0,0,0,0,20,17.3,0,16,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose, Citric Acid, Malic Acid, Natural Flavors, Caramel Color, Sodium Benzoate and Potassium Sorbate (Added For Freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Hard Apple Strawberry","Apple Ale",5,165,0,0,0,0,0,20,17.1,0,13,1,"Water, Corn Syrup, Barley Malt, Yeast, Hop Extract, Sucrose, Citric Acid, Natural Flavors, Caramel Color, Elderberry Juice (for color), Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Wicked Apple","Apple Ale",8,274,0,0,0,0,0,30,29.7,0,26,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Malic Acid, Natural Flavor, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Wicked Black Cherry","Apple Ale",8,273,0,0,0,0,0,25,29.5,0,25,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Malic Acid, Natural Flavors, Caramel Color, Sodium Benzoate and Potassium Sorbate(added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Wicked Lemonade","Apple Ale",8,273,0,0,0,0,0,25,29.5,0,27,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Malic Acid, Tartaric Acid, Sodium Citrate, Natural Flavors, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Wicked Sour Apple","Apple Ale",8,274,0,0,0,0,0,20,29.7,0,26,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Malic Acid, Lactic Acid,Natural Flavor, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Wicked Strawberry Kiwi","Apple Ale",8,273,0,0,0,0,0,45,29.6,0,27,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Malic Acid, Natural Flavors, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redd's Wicked Watermelon","Apple Ale",8,274,0,0,0,0,0,25,29.6,0,26,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose,Citric Acid, Malic Acid, Natural Flavors, Caramel Color, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Revolver Backyard Bee Honey Kolsch","Kolsch",4.5,166,0,0,0,0,0,65,17.4,0,0,1.2,"Water, Malted Barley, Hops, Yeast, Honey",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Revolver Blood & Honey Ale","American Ale",7,212,0,0,0,0,0,90,17.6,0,0,2.1,"Water, Barley Malt, Wheat, Orange Peel, Spices, Honey, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Revolver Full Tang","West Coast IPA",7.2,209,0,0,0,0,0,75,15.5,0,1,1.8,"Water, Malted Barley, Yeast, Hops, Fresh, Frozen Tangerine Peel",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Revolver Hop Device IPA","Hazy IPA",5.2,188,0,0,0,0,0,65,20.8,0,1,2,"Water, Barley Malt, Wheat, Oats, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Revolver Long Range Pils","German Style Pilsner",4.8,149,0,0,0,0,0,60,12.4,0,0,1.4,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Revolver Mi Cheve","Mexican Lager",4.8,154,0,0,0,0,0,60,13.2,0,0,1.1,"Water, Barley Malt, Flaked Maize, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Revolver Sidewinder Ale","Southwest Pale Ale",6,198,0,0,0,0,0,115,18.5,0,0,1.8,"Water, Barley Malt, Cumin, Lime Peel, Agave, Lemon Peel, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Archer Blackberry Gose","German-Style Gose",4,134,0,0,0,0,0,90,12.3,0,0,1.5,"Malt, Wheat, Lactobacillus, Blackberry Puree, Blackberry Juice Concentrate, Coriander, Salt, Yeast, Hops",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Archer Blonde Ale","German-Style Kolsch Ale",4.8,149,0,0,0,0,0,15,12.6,0,0,1.4,"Water, Barley Malt, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Archer Citra 7 IPA","American-Style IPA",7,202,0,0,0,0,0,50,14.5,0,0,2.2,"Water, Barley Malt, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
